transaction_id;transaction_qty;store_id;store_location;product_id;unit_price;product_category;product_type;product_detail;total_price;transaction_datetime;heure;jour_semaine;mois;annee
100.0;2.0;5.0;Lower Manhattan;61.0;4.75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;9.5;2023-01-01 10:49:51;10;Sunday;1;2023
101.0;1.0;5.0;Lower Manhattan;47.0;3.0;Tea;Brewed Green tea;Serenity Green Tea Lg;3.0;2023-01-01 10:51:17;10;Sunday;1;2023
102.0;2.0;8.0;Hell's Kitchen;23.0;2.5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;5.0;2023-01-01 10:52:44;10;Sunday;1;2023
103.0;1.0;8.0;Hell's Kitchen;73.0;3.75;Bakery;Pastry;Almond Croissant;3.75;2023-01-01 10:52:44;10;Sunday;1;2023
104.0;1.0;5.0;Lower Manhattan;38.0;3.75;Coffee;Barista Espresso;Latte;3.75;2023-01-01 10:56:14;10;Sunday;1;2023
;1.0;5.0;Lower Manhattan;;3.5;Bakery;Biscotti;Chocolate Chip Biscotti;3.5;2023-01-01 10:56:14;10;Sunday;1;2023
106.0;1.0;3.0;Astoria;22.0;2.0;Coffee;Drip coffee;Our Old Time Diner Blend Sm;2.0;2023-01-01 11:01:48;11;Sunday;1;2023
107.0;1.0;3.0;Astoria;38.0;3.75;Coffee;Barista Espresso;Latte;3.75;2023-01-01 11:01:58;11;Sunday;1;2023
108.0;1.0;3.0;Astoria;75.0;3.5;Bakery;Pastry;Croissant;3.5;2023-01-01 11:01:58;11;Sunday;1;2023
109.0;2.0;5.0;Lower Manhattan;47.0;3.0;Tea;Brewed Green tea;Serenity Green Tea Lg;6.0;2023-01-01 11:03:25;11;Sunday;1;2023
110.0;1.0;5.0;Lower Manhattan;75.0;3.5;Bakery;Pastry;Croissant;3.5;2023-01-01 11:03:25;11;Sunday;1;2023
111.0;2.0;8.0;Hell's Kitchen;39.0;4.25;Coffee;Barista Espresso;Latte Rg;8.5;2023-01-01 11:04:32;11;Sunday;1;2023
112.0;1.0;3.0;Astoria;59.0;4.5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;4.5;2023-01-01 11:08:11;11;Sunday;1;2023
113.0;2.0;8.0;Hell's Kitchen;51.0;3.0;Tea;Brewed Black tea;Earl Grey Lg;6.0;2023-01-01 11:08:59;11;Sunday;1;2023
114.0;1.0;3.0;Astoria;59.0;4.5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;4.5;2023-01-01 11:09:01;11;Sunday;1;2023
115.0;1.0;3.0;Astoria;47.0;3.0;Tea;Brewed Green tea;Serenity Green Tea Lg;3.0;2023-01-01 11:10:21;11;Sunday;1;2023
116.0;1.0;3.0;Astoria;79.0;3.75;Bakery;Scone;Jumbo Savory Scone;3.75;2023-01-01 11:10:21;11;Sunday;1;2023
117.0;1.0;3.0;Astoria;46.0;2.5;Tea;Brewed Green tea;Serenity Green Tea Rg;2.5;2023-01-01 11:10:58;11;Sunday;1;2023
118.0;1.0;3.0;Astoria;43.0;3.0;Tea;Brewed herbal tea;Lemon Grass Lg;3.0;2023-01-01 11:12:29;11;Sunday;1;2023
119.0;2.0;3.0;Astoria;45.0;3.0;Tea;Brewed herbal tea;Peppermint Lg;6.0;2023-01-01 11:16:02;11;Sunday;1;2023
120.0;2.0;8.0;Hell's Kitchen;54.0;2.5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;5.0;2023-01-01 11:21:00;11;Sunday;1;2023
121.0;2.0;5.0;Lower Manhattan;51.0;3.0;Tea;Brewed Black tea;Earl Grey Lg;6.0;2023-01-01 11:21:04;11;Sunday;1;2023
122.0;1.0;3.0;Astoria;60.0;3.75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;3.75;2023-01-01 11:21:14;11;Sunday;1;2023
123.0;1.0;8.0;Hell's Kitchen;31.0;2.2;Coffee;Gourmet brewed coffee;Ethiopia Sm;2.2;2023-01-01 11:23:01;11;Sunday;1;2023
124.0;2.0;5.0;Lower Manhattan;60.0;3.75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;7.5;2023-01-01 11:23:43;11;Sunday;1;2023
125.0;1.0;5.0;Lower Manhattan;77.0;3.0;Bakery;Scone;Oatmeal Scone;3.0;2023-01-01 11:23:43;11;Sunday;1;2023
126.0;2.0;3.0;Astoria;49.0;3.0;Tea;Brewed Black tea;English Breakfast Lg;6.0;2023-01-01 11:25:35;11;Sunday;1;2023
127.0;2.0;5.0;Lower Manhattan;40.0;3.75;Coffee;Barista Espresso;Cappuccino;7.5;2023-01-01 11:25:37;11;Sunday;1;2023
129.0;2.0;3.0;Astoria;33.0;3.5;Coffee;Gourmet brewed coffee;Ethiopia Lg;7.0;2023-01-01 11:28:29;11;Sunday;1;2023
130.0;2.0;5.0;Lower Manhattan;56.0;2.55;Tea;Brewed Chai tea;Spicy Eye Opener Chai Rg;5.1;2023-01-01 11:29:25;11;Sunday;1;2023
131.0;2.0;8.0;Hell's Kitchen;35.0;3.1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;6.2;2023-01-01 11:29:57;11;Sunday;1;2023
132.0;1.0;8.0;Hell's Kitchen;78.0;4.5;Bakery;Scone;Scottish Cream Scone ;4.5;2023-01-01 11:29:57;11;Sunday;1;2023
133.0;1.0;8.0;Hell's Kitchen;23.0;2.5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;2.5;2023-01-01 11:30:22;11;Sunday;1;2023
134.0;1.0;8.0;Hell's Kitchen;24.0;3.0;Coffee;Drip coffee;Our Old Time Diner Blend Lg;3.0;2023-01-01 11:31:35;11;Sunday;1;2023
135.0;2.0;5.0;Lower Manhattan;51.0;3.0;Tea;Brewed Black tea;Earl Grey Lg;6.0;2023-01-01 11:31:43;11;Sunday;1;2023
136.0;1.0;5.0;Lower Manhattan;72.0;3.25;Bakery;Scone;Ginger Scone;3.25;2023-01-01 11:31:43;11;Sunday;1;2023
137.0;2.0;5.0;Lower Manhattan;54.0;2.5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;5.0;2023-01-01 11:31:53;11;Sunday;1;2023
138.0;1.0;5.0;Lower Manhattan;75.0;3.5;Bakery;Pastry;Croissant;3.5;2023-01-01 11:31:53;11;Sunday;1;2023
139.0;1.0;5.0;Lower Manhattan;60.0;3.75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;3.75;2023-01-01 11:39:14;11;Sunday;1;2023
140.0;1.0;5.0;Lower Manhattan;71.0;3.75;Bakery;Pastry;Chocolate Croissant;3.75;2023-01-01 11:39:14;11;Sunday;1;2023
141.0;2.0;3.0;Astoria;52.0;2.5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;5.0;2023-01-01 11:40:26;11;Sunday;1;2023
142.0;2.0;3.0;Astoria;25.0;2.2;Coffee;Organic brewed coffee;Brazilian Sm;4.4;2023-01-01 11:43:57;11;Sunday;1;2023
143.0;1.0;5.0;Lower Manhattan;38.0;3.75;Coffee;Barista Espresso;Latte;3.75;2023-01-01 11:44:09;11;Sunday;1;2023
144.0;1.0;3.0;Astoria;30.0;3.0;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;3.0;2023-01-01 11:47:13;11;Sunday;1;2023
145.0;2.0;8.0;Hell's Kitchen;50.0;2.5;Tea;Brewed Black tea;Earl Grey Rg;5.0;2023-01-01 11:48:56;11;Sunday;1;2023
146.0;1.0;8.0;Hell's Kitchen;54.0;2.5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;2.5;2023-01-01 11:49:42;11;Sunday;1;2023
147.0;1.0;8.0;Hell's Kitchen;72.0;3.25;Bakery;Scone;Ginger Scone;3.25;2023-01-01 11:49:42;11;Sunday;1;2023
148.0;2.0;3.0;Astoria;26.0;3.0;Coffee;Organic brewed coffee;Brazilian Rg;6.0;2023-01-01 11:50:16;11;Sunday;1;2023
149.0;2.0;3.0;Astoria;36.0;3.75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;7.5;2023-01-01 11:50:23;11;Sunday;1;2023
150.0;2.0;5.0;Lower Manhattan;45.0;3.0;Tea;Brewed herbal tea;Peppermint Lg;6.0;2023-01-01 11:50:58;11;Sunday;1;2023
151.0;2.0;8.0;Hell's Kitchen;33.0;3.5;Coffee;Gourmet brewed coffee;Ethiopia Lg;7.0;2023-01-01 11:51:30;11;Sunday;1;2023
152.0;1.0;5.0;Lower Manhattan;57.0;3.1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;3.1;2023-01-01 11:52:31;11;Sunday;1;2023
153.0;2.0;3.0;Astoria;37.0;3.0;Coffee;Barista Espresso;Espresso shot;6.0;2023-01-01 11:57:17;11;Sunday;1;2023
154.0;1.0;3.0;Astoria;50.0;2.5;Tea;Brewed Black tea;Earl Grey Rg;2.5;2023-01-01 11:57:59;11;Sunday;1;2023
155.0;1.0;3.0;Astoria;79.0;3.75;Bakery;Scone;Jumbo Savory Scone;3.75;2023-01-01 11:57:59;11;Sunday;1;2023
156.0;2.0;3.0;Astoria;60.0;3.75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;7.5;2023-01-01 11:58:15;11;Sunday;1;2023
157.0;1.0;5.0;Lower Manhattan;29.0;2.5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;2.5;2023-01-01 12:00:20;12;Sunday;1;2023
158.0;2.0;3.0;Astoria;49.0;3.0;Tea;Brewed Black tea;English Breakfast Lg;6.0;2023-01-01 12:01:00;12;Sunday;1;2023
159.0;2.0;3.0;Astoria;35.0;3.1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;6.2;2023-01-01 12:01:20;12;Sunday;1;2023
160.0;1.0;3.0;Astoria;75.0;3.5;Bakery;Pastry;Croissant;3.5;2023-01-01 12:01:20;12;Sunday;1;2023
161.0;1.0;8.0;Hell's Kitchen;36.0;3.75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;3.75;2023-01-01 12:03:09;12;Sunday;1;2023
162.0;1.0;8.0;Hell's Kitchen;47.0;3.0;Tea;Brewed Green tea;Serenity Green Tea Lg;3.0;2023-01-01 12:03:38;12;Sunday;1;2023
163.0;1.0;3.0;Astoria;44.0;2.5;Tea;Brewed herbal tea;Peppermint Rg;2.5;2023-01-01 12:03:43;12;Sunday;1;2023
164.0;2.0;8.0;Hell's Kitchen;27.0;3.5;Coffee;Organic brewed coffee;Brazilian Lg;7.0;2023-01-01 12:04:22;12;Sunday;1;2023
165.0;2.0;3.0;Astoria;52.0;2.5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;5.0;2023-01-01 12:05:31;12;Sunday;1;2023
166.0;1.0;5.0;Lower Manhattan;46.0;2.5;Tea;Brewed Green tea;Serenity Green Tea Rg;2.5;2023-01-01 12:06:29;12;Sunday;1;2023
167.0;1.0;8.0;Hell's Kitchen;24.0;3.0;Coffee;Drip coffee;Our Old Time Diner Blend Lg;3.0;2023-01-01 12:07:42;12;Sunday;1;2023
168.0;1.0;5.0;Lower Manhattan;43.0;3.0;Tea;Brewed herbal tea;Lemon Grass Lg;3.0;2023-01-01 12:08:21;12;Sunday;1;2023
170.0;2.0;3.0;Astoria;28.0;2.0;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;4.0;2023-01-01 12:09:11;12;Sunday;1;2023
171.0;2.0;8.0;Hell's Kitchen;50.0;2.5;Tea;Brewed Black tea;Earl Grey Rg;5.0;2023-01-01 12:09:12;12;Sunday;1;2023
172.0;2.0;5.0;Lower Manhattan;38.0;3.75;Coffee;Barista Espresso;Latte;7.5;2023-01-01 12:13:07;12;Sunday;1;2023
173.0;2.0;8.0;Hell's Kitchen;35.0;3.1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;6.2;2023-01-01 12:14:26;12;Sunday;1;2023
