transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
58.0,01/01/2023,09:22:46,1.0,5.0,Lower Manhattan,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
59.0,01/01/2023,09:29:56,2.0,8.0,Hell's Kitchen,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
60.0,01/01/2023,09:29:56,1.0,8.0,Hell's Kitchen,74.0,3.5,Bakery,Biscotti,Ginger Biscotti
61.0,01/01/2023,09:29:57,1.0,8.0,Hell's Kitchen,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
62.0,01/01/2023,09:34:17,2.0,8.0,Hell's Kitchen,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
63.0,01/01/2023,09:40:13,1.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
64.0,01/01/2023,09:41:22,2.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
,01/01/2023,09:41:22,,5.0,Lower Manhattan,,3.75,Bakery,Scone,Jumbo Savory Scone
66.0,01/01/2023,09:44:20,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
67.0,01/01/2023,09:44:46,1.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
68.0,01/01/2023,09:46:46,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
69.0,01/01/2023,09:47:40,2.0,8.0,Hell's Kitchen,40.0,3.75,Coffee,Barista Espresso,Cappuccino
70.0,01/01/2023,09:50:44,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
71.0,01/01/2023,09:50:44,1.0,5.0,Lower Manhattan,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
72.0,01/01/2023,09:52:58,1.0,5.0,Lower Manhattan,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
73.0,01/01/2023,09:53:28,1.0,8.0,Hell's Kitchen,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
74.0,01/01/2023,09:53:44,2.0,8.0,Hell's Kitchen,40.0,3.75,Coffee,Barista Espresso,Cappuccino
75.0,01/01/2023,09:53:44,1.0,8.0,Hell's Kitchen,72.0,3.25,Bakery,Scone,Ginger Scone
76.0,01/01/2023,09:53:49,1.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
77.0,01/01/2023,09:54:46,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
78.0,01/01/2023,09:55:16,2.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
79.0,01/01/2023,09:56:30,,,Hell's Kitchen,,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
80.0,01/01/2023,10:00:39,2.0,8.0,Hell's Kitchen,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
81.0,01/01/2023,10:03:55,2.0,8.0,Hell's Kitchen,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
82.0,01/01/2023,10:14:49,1.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
83.0,01/01/2023,10:14:49,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
84.0,01/01/2023,10:16:30,2.0,5.0,Lower Manhattan,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
85.0,01/01/2023,10:16:33,1.0,8.0,Hell's Kitchen,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
86.0,01/01/2023,10:18:14,2.0,8.0,Hell's Kitchen,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
87.0,01/01/2023,10:18:52,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
88.0,01/01/2023,10:19:42,2.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
89.0,01/01/2023,10:24:19,1.0,8.0,Hell's Kitchen,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90.0,01/01/2023,10:25:22,2.0,8.0,Hell's Kitchen,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
91.0,01/01/2023,10:25:45,2.0,5.0,Lower Manhattan,58.0,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
92.0,01/01/2023,10:25:45,1.0,5.0,Lower Manhattan,74.0,3.5,Bakery,Biscotti,Ginger Biscotti
93.0,01/01/2023,10:27:48,2.0,8.0,Hell's Kitchen,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
94.0,01/01/2023,10:30:07,1.0,5.0,Lower Manhattan,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
95.0,01/01/2023,10:30:07,1.0,5.0,Lower Manhattan,70.0,3.25,Bakery,Scone,Cranberry Scone
96.0,01/01/2023,10:35:47,1.0,8.0,Hell's Kitchen,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
97.0,01/01/2023,10:41:53,1.0,5.0,Lower Manhattan,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98.0,01/01/2023,10:47:53,2.0,5.0,Lower Manhattan,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
99.0,01/01/2023,10:49:13,2.0,8.0,Hell's Kitchen,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
100.0,01/01/2023,10:49:51,2.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
101.0,01/01/2023,10:51:17,1.0,5.0,Lower Manhattan,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
102.0,01/01/2023,10:52:44,2.0,8.0,Hell's Kitchen,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
103.0,01/01/2023,10:52:44,1.0,8.0,Hell's Kitchen,73.0,3.75,Bakery,Pastry,Almond Croissant
104.0,01/01/2023,10:56:14,1.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
,01/01/2023,10:56:14,1.0,5.0,Lower Manhattan,,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
106.0,01/01/2023,11:01:48,1.0,3.0,Astoria,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
107.0,01/01/2023,11:01:58,1.0,3.0,Astoria,38.0,3.75,Coffee,Barista Espresso,Latte
108.0,01/01/2023,11:01:58,1.0,3.0,Astoria,75.0,3.5,Bakery,Pastry,Croissant
109.0,01/01/2023,11:03:25,2.0,5.0,Lower Manhattan,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
110.0,01/01/2023,11:03:25,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
111.0,01/01/2023,11:04:32,2.0,8.0,Hell's Kitchen,39.0,4.25,Coffee,Barista Espresso,Latte Rg
112.0,01/01/2023,11:08:11,1.0,3.0,Astoria,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
113.0,01/01/2023,11:08:59,2.0,8.0,Hell's Kitchen,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
114.0,01/01/2023,11:09:01,1.0,3.0,Astoria,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
115.0,01/01/2023,11:10:21,1.0,3.0,Astoria,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
116.0,01/01/2023,11:10:21,1.0,3.0,Astoria,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
117.0,01/01/2023,11:10:58,1.0,3.0,Astoria,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
118.0,01/01/2023,11:12:29,1.0,3.0,Astoria,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
119.0,01/01/2023,11:16:02,2.0,3.0,Astoria,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
120.0,01/01/2023,11:21:00,2.0,8.0,Hell's Kitchen,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
121.0,01/01/2023,11:21:04,2.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
122.0,01/01/2023,11:21:14,1.0,3.0,Astoria,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
123.0,01/01/2023,11:23:01,1.0,8.0,Hell's Kitchen,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
124.0,01/01/2023,11:23:43,2.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
125.0,01/01/2023,11:23:43,1.0,5.0,Lower Manhattan,77.0,3.0,Bakery,Scone,Oatmeal Scone
126.0,01/01/2023,11:25:35,2.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
127.0,01/01/2023,11:25:37,2.0,5.0,Lower Manhattan,40.0,3.75,Coffee,Barista Espresso,Cappuccino
,01/01/2023,11:28:15,2.0,,Hell's Kitchen,44.0,,Tea,Brewed herbal tea,Peppermint Rg
129.0,01/01/2023,11:28:29,2.0,3.0,Astoria,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
130.0,01/01/2023,11:29:25,2.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
131.0,01/01/2023,11:29:57,2.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
132.0,01/01/2023,11:29:57,1.0,8.0,Hell's Kitchen,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
133.0,01/01/2023,11:30:22,1.0,8.0,Hell's Kitchen,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
134.0,01/01/2023,11:31:35,1.0,8.0,Hell's Kitchen,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
135.0,01/01/2023,11:31:43,2.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
136.0,01/01/2023,11:31:43,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
137.0,01/01/2023,11:31:53,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
138.0,01/01/2023,11:31:53,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
139.0,01/01/2023,11:39:14,1.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
140.0,01/01/2023,11:39:14,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
141.0,01/01/2023,11:40:26,2.0,3.0,Astoria,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
142.0,01/01/2023,11:43:57,2.0,3.0,Astoria,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
143.0,01/01/2023,11:44:09,1.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
144.0,01/01/2023,11:47:13,1.0,3.0,Astoria,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145.0,01/01/2023,11:48:56,2.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
146.0,01/01/2023,11:49:42,1.0,8.0,Hell's Kitchen,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147.0,01/01/2023,11:49:42,1.0,8.0,Hell's Kitchen,72.0,3.25,Bakery,Scone,Ginger Scone
148.0,01/01/2023,11:50:16,2.0,3.0,Astoria,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
149.0,01/01/2023,11:50:23,2.0,3.0,Astoria,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
150.0,01/01/2023,11:50:58,2.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
151.0,01/01/2023,11:51:30,2.0,8.0,Hell's Kitchen,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
152.0,01/01/2023,11:52:31,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
153.0,01/01/2023,11:57:17,2.0,3.0,Astoria,37.0,3.0,Coffee,Barista Espresso,Espresso shot
154.0,01/01/2023,11:57:59,1.0,3.0,Astoria,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
155.0,01/01/2023,11:57:59,1.0,3.0,Astoria,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
156.0,01/01/2023,11:58:15,2.0,3.0,Astoria,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
157.0,01/01/2023,12:00:20,1.0,5.0,Lower Manhattan,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
158.0,01/01/2023,12:01:00,2.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
159.0,01/01/2023,12:01:20,2.0,3.0,Astoria,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
160.0,01/01/2023,12:01:20,1.0,3.0,Astoria,75.0,3.5,Bakery,Pastry,Croissant
161.0,01/01/2023,12:03:09,1.0,8.0,Hell's Kitchen,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
162.0,01/01/2023,12:03:38,1.0,8.0,Hell's Kitchen,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
163.0,01/01/2023,12:03:43,1.0,3.0,Astoria,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
164.0,01/01/2023,12:04:22,2.0,8.0,Hell's Kitchen,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
165.0,01/01/2023,12:05:31,2.0,3.0,Astoria,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
166.0,01/01/2023,12:06:29,1.0,5.0,Lower Manhattan,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
167.0,01/01/2023,12:07:42,1.0,8.0,Hell's Kitchen,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
168.0,01/01/2023,12:08:21,1.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
169.0,01/01/2023,12:08:36,1.0,,Hell's Kitchen,,,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
170.0,01/01/2023,12:09:11,2.0,3.0,Astoria,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
171.0,01/01/2023,12:09:12,2.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
172.0,01/01/2023,12:13:07,2.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
173.0,01/01/2023,12:14:26,2.0,8.0,Hell's Kitchen,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
174.0,01/01/2023,12:17:38,2.0,8.0,Hell's Kitchen,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
175.0,01/01/2023,12:18:07,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
176.0,01/01/2023,12:18:44,2.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
177.0,01/01/2023,12:20:16,2.0,3.0,Astoria,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
178.0,01/01/2023,12:23:39,,,Astoria,,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
179.0,01/01/2023,12:27:06,2.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
180.0,01/01/2023,12:30:46,2.0,3.0,Astoria,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
181.0,01/01/2023,12:30:49,1.0,8.0,Hell's Kitchen,38.0,3.75,Coffee,Barista Espresso,Latte
182.0,01/01/2023,12:33:20,,,Astoria,54.0,,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
183.0,01/01/2023,12:33:35,2.0,3.0,Astoria,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
184.0,01/01/2023,12:35:53,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
185.0,01/01/2023,12:36:57,1.0,8.0,Hell's Kitchen,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
,01/01/2023,12:38:28,,8.0,Hell's Kitchen,49.0,,Tea,Brewed Black tea,English Breakfast Lg
187.0,01/01/2023,12:42:26,1.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
188.0,01/01/2023,12:44:01,1.0,8.0,Hell's Kitchen,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
189.0,01/01/2023,12:44:31,1.0,3.0,Astoria,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
190.0,01/01/2023,12:44:32,1.0,3.0,Astoria,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
191.0,01/01/2023,12:45:52,2.0,3.0,Astoria,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
192.0,01/01/2023,12:46:22,1.0,3.0,Astoria,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
193.0,01/01/2023,12:46:26,1.0,3.0,Astoria,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
194.0,01/01/2023,12:46:55,1.0,3.0,Astoria,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
195.0,01/01/2023,12:46:55,1.0,3.0,Astoria,75.0,3.5,Bakery,Pastry,Croissant
196.0,01/01/2023,12:48:08,2.0,3.0,Astoria,38.0,3.75,Coffee,Barista Espresso,Latte
197.0,01/01/2023,12:49:48,1.0,8.0,Hell's Kitchen,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
198.0,01/01/2023,12:50:15,1.0,3.0,Astoria,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
199.0,01/01/2023,12:50:28,2.0,3.0,Astoria,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
200.0,01/01/2023,12:51:21,1.0,8.0,Hell's Kitchen,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
201.0,01/01/2023,12:51:57,1.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
202.0,01/01/2023,12:51:57,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
203.0,01/01/2023,12:52:18,1.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
204.0,01/01/2023,12:52:18,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
205.0,01/01/2023,12:53:11,2.0,8.0,Hell's Kitchen,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
206.0,01/01/2023,12:53:59,1.0,8.0,Hell's Kitchen,37.0,3.0,Coffee,Barista Espresso,Espresso shot
207.0,01/01/2023,12:55:25,1.0,3.0,Astoria,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
208.0,01/01/2023,12:55:27,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
209.0,01/01/2023,12:55:27,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
